s3key--ground_truth--masks
05443tni89u4pipjjfbp6pbu1nmb2ckkd64hi9o1--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
16ud0cbcacjqd29nlnjhufeqhhmj1ef85g49h9g1--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
191rbl7db72ao56ti3l78l560rjrkah2eninaio1--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
193ss76t8cjrl5adu1814cataepeuu8sj069p8g1--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
1fe0otmigd7l6ft34fnp9g7qkt31n38on91d5r01--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
1fvqvbsvh4atg6bkbm46sq1o3btqcc1req904f01--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
1hjjp04173sojb0ffal85bk8md90v7ea1aviu481--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
1jcllav0gc9nmnbnrkvnrkgkb2su8sdkvhcchtg1--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
1jv97rqrjjuva1n3ejv3jq6naapuspvtslcsjto1--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
1lr31sb8n3upsaoikfotte98ce1dulgch0195b01--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
1pgf1864hjuqh2pjiccskphttg6l1gl17h0d1rg1--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
1qrhf3cm0nope5csonerahri9mmf2od98tvetk01--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
1r99ndg6b9jgrc9lff79b96qj9tidc74j7t6kl01--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
1t2si22q25lomq3s1hpqdf39kp3hl2imjt5tnp81--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
1tp65l1pub1qjlrkva9s05mf1jmr08iirl0t3ro1--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
2akpbdgh065cjfvfp9c145672fpau9k05f050rg1--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
2blg93s6ll4mat8knjle9emlvke43lugc3t6kl01--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
2elpcchfg099gml37eh5m7ul5n6921q1c4pa5701--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
2fpoeb0egq23jeiasktomo0c7rfo454cdrn7sg01--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
2pbhpjrsto08gcoodo4i8grq86gfqqr0qrtmml81--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
3495vutjc6l2p1q5nq1n8pnio4g7rqso4k79t801--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
38fp6tsaid3ujgebu70316g8p0kn9o9qd4pa5701--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
3er3ujgd0ldk71rh04s28fph2fpaufg5t37luo81--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
3jlhbl2k8d6t2t3cgnbmiidrgpjjl82lpbk7ghg1--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
3n6ad17g6hqpjicfo3ejg997c20tojfl2cqa96g1--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
3n722jolj8vta7o4ai1nmb39dq7t4gghvrqmamo1--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
3o8naucvujtnouefpakkcelk1blrc9j2ps79t801--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
3ufc8an1vibk2j5ionneav4pp0kn9pljsar2c601--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
41s0tumcv4arjqicvsm2o8pg6rbok6ts4pmvrgo1--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
46hf61849ecorqfldnu2ou4ikp3hl24281nvvg81--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
4e4rifafk23qa7o0debfopmn3rvq4arqi3840vg1--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
4nq0ma1st8mji94cb98lkb47da5tcud7n0c8hdg1--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
4v205uirtrvjgvt0m67bn9g1vke43i4c5mr2c601--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
50m309f8q1no6750jjbv0njtfedceq417bmnqgo1--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
544r566i3tau85kv0vmgg99i2fpauen5m1sujlo1--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
584v46hu972n5lo25fdic1ue9qnv4uogisoa17g1--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
5gdhjlm0hun68og4hnf29k70sg2lhjl0mv944v01--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
5hitkaep18rrplpq5vh8llr7p0kn9rg9qn2laqo1--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
5kphl5r5qq7m9etmflv1cfvuponn5p7ce7v6sk01--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
5loj9utj2empbsdgqmr1u97dde5deng5pac0gdg1--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
5oavm9dn3l2he8anrkutthcolp7h50te8ah34301--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
5okf2s7h1l3da6q97ufi0isvhpnj596madou3no1--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
5qoo5ggljrkl12rh7r0ub5khr0sm9thff631ca01--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
5s5dv0av2pv4fr1mp0miv0jcvke43ltjvk299ag1--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
5ve1ls00oighupb1efpvv3mr7bdoca1kcokbh1g1--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
5vfqp26anlkji3dg7ljje6ugg5g3rautlikji1o1--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
60oc1cbcn95c0e62ee9ff93jeiasgnhf9bjnei81--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
63uhelg8o7h4aht8g60i8taueiasgnnpl2ljm181--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
65ia7rm6o4rshcrpehcrigerqcp6vuhuccgr33o1--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
66tv06abb3qjkeib4jknbc61r4s6brir19uurko1--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
67bsi2puinj6f7548gqjbb680fhbu4694n050rg1--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
67ioun274fgejcs544piivhhnheg17f9039k6v81--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
6ajanisnurfssja5v4kd4thdr4s6bs1kutsehlg1--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
6gkh381a900q3g22ff1hd64g1vnb677k6kcojdo1--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
6pbjp1le6e6hcb8v3tort0ggoch7vrip57u6okg1--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
6qp7d9iuolmq1u58u6ghif6eoojnlsq274irb2o1--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
6r46s6tn465074ljl764rtlj17kbabvfjke8pcg1--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
76rq4b40t1s8e9uvp2qclljec20tossiuhlvnh81--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
791eaec4aujgkqevo63of2ikaapusu33buljm181--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
7m3thqhdbrs6jiglfmq1qdcopgmn1pjrm6nju081--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
7mm2ctqcmp0dieh86i4jhk0j2rrqk1u3sc0p3bo1--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
7ms1k1e4r8hiq0q52mcjrudfosj7nsl3d0dond81--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
7pcu573aqnem16m39h5b09fau89ktnrpoipi6781--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
7qp1f1mi5260ii4tr8s0i4i3f2cs8kcbrn4lipo1--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
80prb6fplllfngjfku6mpu4m7fd8e4b30qdgmd81--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
84mh15g3bligbc79am27rrmj9mmf2u6iimhj6381--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
86vfc5cen65uo18j2arebh37gpjjla1n209o7f81--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
874ofr37hpcku4oqvc6vbpeefies0ietihtell01--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
87ga79vqj7mi42g4k7bkk0hg5v796f8lttlvnh81--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
89r9di6rqoei1g785hvukct2r4s6bu3bvdtunl81--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
8fdmr5hu2a9t5hpaestttduibeteev20ka41g9g1--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
8j7oejakr3u1kttdrpd6qmjguka4jnt5qb5lmp81--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
8m8bdi67c3lkc1tr14htq928oki7jq35op3tfq81--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
8smeef97619ba480fcvt89sae68cqortcauiq4o1--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
8t8to5srkcm9vukvp8mtvsvtkl21j3sjgckbh1g1--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
8tk2jpc9flre2g14nfej1ht30bhrsa6i4goa17g1--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
9431j46ers167j1dgt5oq9o08mifip7oguu2o4g1--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
97t8or69750jt37da87pilsha2ououktvmqia6o1--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
9b95nknmgq6vsgl37gqivlcrf2cs8lmc4thf5j01--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
9dnlfk87prupqi9a88ddjnjnp8lndpms8bbkeu81--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
9e7kjsrodiem9f12rbl1b3vt5749a253sguap4g1--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
9nce6i1llcjbdq19apcokvco6rbok6c9srv6sk01--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
9opddo0keft7mnr1ugthplp0biuu0jsv38uqr4o1--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
9rt2dvms9bb2iig7r6gosv676rbok0s8ke2haao1--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
9te72ghuglfqi4a2cccvuntkr8tmdur7frjnei81--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
9u5nskg13hm8mj750r8f6rj47ne82bpcoldsnt81--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
9u6icsqtubeqlfd96aupt5sj8iivgqf5vv944v01--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
9ug19924di5i5t9qi940p2420rjrkan7qm71s801--0--[[[0.02800248804658604, 0.8550093341630367], [0.5301804403486957, 0.49782202862476665], [0.9987554069949021, 0.5214685749844431], [0.9940883256538044, 0.03484754200373367], [0.0046670813410976736, 0.03235843186060983]]]
